"ME_MHCII_high_S1"	"ME_MHCII_high_S2"	"ME_MHCII_high_S3"	"ME_MHCII_high_S4"	"ME_MHCII_int_S1"	"ME_MHCII_int_S2"	"ME_MHCII_int_S3"	"ME_MHCII_int_S4"	"PM_S1_2_S4"	"PM_S2_1_S1"	"PM_S3_1_S2"	"PM_S4_1_S3"
"1700094D03Rik"	82	60	36	102	50	61	61	94	44	27	44	25
"1700094J05Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700094M24Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700095A21Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700095B10Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700095J12Rik"	0	0	0	4	2	0	0	0	0	0	0	1
"1700096J18Rik"	7	0	0	0	0	0	1	0	0	0	0	0
"1700096K18Rik"	153	101	145	196	80	195	200	123	130	246	181	111
"1700096P03Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700097N02Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700099I09Rik"	3	0	0	0	3	0	0	0	5	3	0	0
"1700100I10Rik"	0	0	0	0	0	0	0	0	1	2	1	0
"1700100L14Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700101E01Rik"	0	0	0	0	0	0	0	0	4	12	7	0
"1700101I11Rik"	0	2	0	18	0	7	27	7	0	0	10	0
"1700101O22Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700102H20Rik"	1	0	0	0	8	0	0	10	11	0	2	0
"1700102P08Rik"	0	0	19	4	2	14	2	8	1	19	12	3
"1700104L18Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700105P06Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700106J16Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700108F19Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700108J01Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700109G14Rik"	0	0	0	0	0	0	0	1	0	0	0	0
"1700109G15Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700109H08Rik"	0	0	0	0	3	2	0	5	2	0	5	1
"1700109I08Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700109K24Rik"	0	0	0	0	0	0	0	0	0	0	2	0
"1700110C19Rik"	1	0	0	3	2	1	0	0	0	4	0	0
"1700110I01Rik"	1	0	0	0	0	0	0	0	0	0	0	0
"1700110I07Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700110K17Rik"	0	0	0	0	5	0	4	0	0	0	1	0
"1700111N16Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700112E06Rik"	123	82	102	100	145	120	83	112	214	191	238	142
"1700112H15Rik"	0	0	0	0	3	0	0	0	0	0	0	0
"1700112J05Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700112J16Rik"	3	0	7	4	0	4	7	1	0	3	4	4
"1700113A16Rik"	84	53	72	52	63	107	74	65	72	72	47	55
"1700113B09Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700113H08Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700116B05Rik"	0	0	0	10	0	1	0	0	0	0	0	0
"1700119H24Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700120C14Rik"	4	0	0	5	0	0	6	5	2	0	0	0
"1700120E14Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700120G07Rik"	0	0	0	0	1	0	0	0	0	0	0	0
"1700120K04Rik"	1	0	15	5	6	1	1	1	5	14	2	6
"1700121L16Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700121N20Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700122C19Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700122O11Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700123I01Rik"	29	9	5	6	32	9	30	66	21	19	0	1
"1700123J17Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700123K08Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700123L14Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700123M08Rik"	26	10	14	8	11	9	16	9	2	18	12	5
"1700123O12Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700123O20Rik"	745	518	547	496	492	686	452	569	912	678	1069	628
"1700123O21Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700124L16Rik"	0	0	0	5	0	0	0	0	0	0	0	0
"1700125G02Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700125G22Rik"	0	0	12	0	0	0	2	9	0	0	0	0
"1700125H03Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700125H20Rik"	0	0	0	0	1	0	1	0	0	0	0	0
"1700126H18Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700128A07Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1700128F08Rik"	1	1	0	0	0	1	0	0	3	0	2	1
"1700129C05Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810006J02Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810007C17Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810007D17Rik"	0	0	0	0	6	8	4	1	0	0	0	0
"1810008I18Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810009A15Rik"	10	27	4	39	18	10	13	13	31	30	52	22
"1810009J06Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810010D01Rik"	0	0	0	4	0	0	0	0	0	0	4	0
"1810010H24Rik"	8	19	6	27	4	14	18	39	8	11	8	1
"1810011H11Rik"	429	395	417	367	343	509	431	326	521	355	657	397
"1810011O10Rik"	104	157	84	208	742	1067	754	930	339	396	524	322
"1810012K16Rik"	2	0	0	0	0	0	0	0	0	0	1	2
"1810013A23Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810013L24Rik"	1377	874	1729	1118	1440	1423	2100	1847	1267	1148	1233	918
"1810014B01Rik"	225	162	216	207	135	144	160	151	144	164	145	83
"1810018F18Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810019D21Rik"	4	0	0	0	6	9	7	0	0	0	1	0
"1810020O05Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810021B22Rik"	25	41	11	26	27	25	20	35	51	6	9	9
"1810022K09Rik"	529	566	600	678	465	403	417	483	1050	752	1130	514
"1810024B03Rik"	4	0	0	1	3	0	0	0	0	0	0	1
"1810026B05Rik"	577	551	556	730	627	725	676	1099	698	658	635	371
"1810026J23Rik"	1560	949	985	1096	1101	1402	945	1042	1363	1185	1132	1111
"1810030O07Rik"	2406	1481	1667	1645	1476	1762	1523	1544	1987	1979	2319	1764
"1810032O08Rik"	22	14	19	14	29	21	44	47	85	59	122	31
"1810034E14Rik"	104	71	77	132	61	78	75	101	297	372	301	311
"1810037I17Rik"	1087	1043	954	946	804	917	744	914	1475	1043	1894	728
"1810041H14Rik"	0	0	1	0	0	1	0	1	0	0	0	0
"1810041L15Rik"	14	22	4	16	0	2	36	11	0	0	0	0
"1810043G02Rik"	525	297	305	494	483	589	579	483	672	502	644	510
"1810043H04Rik"	345	172	245	253	237	230	261	218	314	315	377	204
"1810044D09Rik"	19	5	5	4	4	5	3	17	17	24	17	11
"1810046K07Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810053B23Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810055G02Rik"	286	174	167	151	154	165	243	149	174	77	182	195
"1810058I24Rik"	890	719	646	813	641	915	628	691	762	1011	922	562
"1810062G17Rik"	0	0	0	13	0	2	2	18	0	0	0	0
"1810062O18Rik"	13	0	0	8	3	30	4	20	13	7	20	8
"1810063I02Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"1810064F22Rik"	0	2	3	0	0	3	0	0	0	1	0	0
"1810065E05Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2010001A14Rik"	16	9	16	31	26	10	18	18	18	27	8	12
"2010001E11Rik"	8	7	1	17	10	12	12	11	13	29	13	21
"2010003K11Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2010005H15Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2010009K17Rik"	0	0	0	4	3	0	1	0	1	0	3	0
"2010010A06Rik"	2	0	0	0	0	0	0	0	0	0	0	0
"2010012O05Rik"	270	275	210	340	301	198	225	275	262	299	256	173
"2010016I18Rik"	10	4	6	7	0	27	0	16	40	60	67	46
"2010106C02Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2010106E10Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2010107E04Rik"	644	618	663	614	499	480	500	472	1534	1005	1833	689
"2010107G12Rik"	0	0	0	0	2	0	0	0	0	12	4	0
"2010107G23Rik"	12	1	18	11	0	8	8	3	2	0	0	0
"2010109A12Rik"	6	0	1	1	4	1	0	0	0	0	2	2
"2010109I03Rik"	11	6	3	6	17	3	21	15	6	11	1	7
"2010111I01Rik"	352	272	181	359	525	510	310	439	469	264	627	398
"2010204K13Rik"	1	0	15	12	2	6	0	3	32	49	54	13
"2010300C02Rik"	2	3	0	12	0	0	38	0	3	9	7	21
"2010308F09Rik"	0	0	0	0	0	0	0	7	0	0	3	0
"2010310C07Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2010315B03Rik"	464	460	421	469	434	594	676	654	988	675	629	586
"2010320M18Rik"	46	73	52	74	66	122	127	117	54	106	121	40
"2200002D01Rik"	7	12	0	15	2	6	9	7	4	5	1	1
"2200002J24Rik"	0	0	0	0	0	0	0	0	6	8	8	0
"2210010C04Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2210011C24Rik"	60	36	12	30	28	56	36	35	0	0	0	0
"2210013O21Rik"	567	363	345	390	477	536	441	531	334	320	407	335
"2210015D19Rik"	210	102	173	120	178	174	256	220	300	217	346	240
"2210016F16Rik"	2533	1499	1662	1693	2024	2596	2081	1932	2122	1889	2240	1853
"2210016L21Rik"	577	403	345	433	516	686	557	565	527	431	686	440
"2210018M11Rik"	584	371	414	716	655	542	541	567	527	357	503	375
"2210019I11Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2210039B01Rik"	233	99	33	115	179	103	79	116	161	46	26	142
"2210404E10Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2210404O09Rik"	185	216	146	155	106	184	158	212	258	104	132	97
"2210406O10Rik"	0	0	0	7	0	1	0	0	2	7	0	0
"2210407C18Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2210408F21Rik"	20	42	43	26	32	25	32	67	26	18	73	19
"2210408I21Rik"	205	117	156	294	191	174	195	191	69	74	69	52
"2210409D07Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2210409E12Rik"	0	0	0	0	0	0	0	0	0	1	0	1
"2210414B05Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2210416O15Rik"	0	4	0	0	0	0	0	0	7	0	5	0
"2210417A02Rik"	10	21	8	10	3	4	10	12	14	10	12	3
"2210420H20Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2300002M23Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2300003K06Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2300005B03Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2300009A05Rik"	146	107	144	184	143	146	121	111	165	146	217	93
"2310001H17Rik"	66	108	67	86	55	85	103	157	65	32	26	29
"2310001K24Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310002D06Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310002F09Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310002L09Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310003N18Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310005A03Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310005E17Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310007B03Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310008N11Rik"	0	0	0	0	0	0	0	0	0	6	0	0
"2310009A05Rik"	189	202	174	250	202	186	211	189	456	303	403	167
"2310009B15Rik"	98	105	93	86	45	68	76	67	177	131	189	85
"2310010G23Rik"	7	0	1	6	5	19	4	7	15	13	4	0
"2310010J17Rik"	11	19	18	22	19	33	27	35	17	22	34	12
"2310011J03Rik"	1942	1277	1071	1417	1429	1951	1603	1429	1521	1160	1864	1010
"2310015A10Rik"	133	106	70	112	173	178	149	175	134	71	110	65
"2310015D24Rik"	0	0	0	10	0	0	0	0	0	0	0	0
"2310016D03Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310020H05Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310022A10Rik"	1080	715	649	962	750	880	695	817	773	780	604	767
"2310022B05Rik"	566	291	256	337	307	361	316	233	314	337	323	338
"2310030A07Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310030G06Rik"	14	3	0	0	5	3	0	0	0	0	0	0
"2310033P09Rik"	457	262	288	303	301	360	327	377	422	426	494	302
"2310034C09Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310034G01Rik"	1	0	0	0	10	0	8	4	0	30	13	24
"2310034O05Rik"	0	0	0	0	2	1	0	0	0	0	0	0
"2310035C23Rik"	1218	1368	1093	1436	1455	1219	1767	2062	1028	1069	915	671
"2310036O22Rik"	1339	842	871	835	1170	1199	1075	987	1141	1361	1540	1153
"2310039H08Rik"	118	80	111	119	98	175	101	117	230	242	363	121
"2310039L15Rik"	17	10	13	9	12	18	15	35	23	32	12	30
"2310040G24Rik"	156	119	121	154	98	115	100	94	67	70	29	32
"2310043L19Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310043O21Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310045N01Rik"	479	288	231	245	325	443	349	375	428	473	451	440
"2310045n01rik-mef2b"	0	0	0	0	0	0	0	0	0	0	0	0
"2310047M10Rik"	637	336	400	328	499	591	351	386	255	257	268	284
"2310050C09Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310057J18Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310057M21Rik"	281	157	196	243	296	327	176	210	225	194	193	157
"2310057N15Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310061I04Rik"	212	123	155	140	232	153	126	196	163	146	153	151
"2310061N02Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310065F04Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310067B10Rik"	1667	1107	850	1222	1359	1505	1137	1478	1108	1387	888	1341
"2310068J16Rik"	20	2	6	8	1	26	6	12	0	18	5	1
"2310069B03Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310069G16Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310075C17Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310079G19Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2310081J21Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2400006E01Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2410002F23Rik"	552	481	542	614	671	977	956	996	724	728	1205	508
"2410003L11Rik"	8	0	6	1	15	10	7	0	3	1	7	2
"2410004B18Rik"	420	233	187	305	309	422	350	367	352	279	390	167
"2410004I01Rik"	1	0	4	7	0	0	3	0	0	0	0	0
"2410004P03Rik"	15	3	5	10	0	0	6	0	24	34	48	40
"2410006H16Rik"	321	267	282	452	245	357	275	432	424	208	272	181
"2410012E07Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2410015M20Rik"	577	439	494	477	387	419	445	278	1036	827	1378	713
"2410016O06Rik"	595	291	260	260	361	462	393	385	2320	2827	2278	2739
"2410017I17Rik"	4	0	0	0	0	0	0	0	7	3	0	1
"2410018L13Rik"	31	6	2	7	12	15	12	5	7	6	3	12
"2410021H03Rik"	0	0	0	0	0	0	0	4	0	0	0	0
"2410089E03Rik"	184	282	282	464	356	107	219	342	304	318	338	170
"2410124H12Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2410127L17Rik"	634	384	478	671	805	500	544	640	850	793	858	750
"2410131K14Rik"	384	192	287	302	458	289	375	273	265	311	258	256
"2410137M14Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2410141K09Rik"	0	0	2	1	0	0	1	0	0	0	1	0
"2500002B13Rik"	22	11	13	11	6	12	6	7	53	33	21	12
"2500004C02Rik"	38	40	57	16	30	44	67	67	50	44	76	31
"2510002D24Rik"	167	145	227	203	217	209	203	275	234	280	346	194
"2510003B16Rik"	0	0	0	0	2	0	7	0	3	0	6	0
"2510009E07Rik"	1351	1286	1462	1283	1283	1249	1214	1091	713	1144	1031	1082
"2510039O18Rik"	6286	3032	3395	3615	5420	5929	4673	4542	2958	3831	3117	3870
"2610001J05Rik"	2139	1788	2038	1895	1871	2322	1846	2057	2136	1941	2646	1292
"2610002M06Rik"	622	430	544	480	576	585	581	518	1124	859	843	895
"2610005L07Rik"	309	347	270	505	402	556	400	603	303	363	432	236
"2610008E11Rik"	491	447	341	472	373	502	288	588	395	309	336	242
"2610015P09Rik"	158	158	117	90	90	133	108	224	161	151	128	130
"2610016A17Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2610020C07Rik"	6	6	41	12	11	9	4	22	6	16	2	3
"2610020H08Rik"	42	83	36	50	78	49	97	128	87	90	97	52
"2610027K06Rik"	0	0	2	1	2	2	0	0	0	0	0	1
"2610028E06Rik"	0	0	0	0	0	0	0	0	2	14	12	9
"2610028H24Rik"	0	0	0	1	5	0	0	0	0	6	0	0
"2610035D17Rik"	136	156	122	141	169	241	247	216	137	236	214	99
"2610035F20Rik"	0	0	0	0	0	0	3	0	0	0	0	0
"2610037D02Rik"	0	0	0	0	0	0	2	0	0	0	1	1
"2610042L04Rik"	0	0	0	0	0	1	0	0	0	0	0	0
"2610044O15Rik8"	147	238	85	94	110	163	139	148	212	172	213	125
"2610100L16Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2610203C22Rik"	665	516	691	590	656	947	811	780	126	195	191	104
"2610206C17Rik"	9	28	0	0	0	0	0	1	7	4	0	0
"2610301B20Rik"	272	71	206	199	259	245	272	313	320	313	287	213
"2610305D13Rik"	30	0	6	7	12	20	28	6	62	3	51	34
"2610306M01Rik"	28	44	37	12	15	54	47	24	53	35	53	16
"2610307P16Rik"	1	2	0	4	0	4	11	12	0	0	0	0
"2610316D01Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2610318N02Rik"	10	6	8	12	5	1	0	1	34	19	37	14
"2610507B11Rik"	15709	11486	11085	13277	15334	16292	12252	16663	12357	14943	10941	12078
"2610507I01Rik"	379	452	438	418	511	486	356	459	694	645	908	435
"2610524H06Rik"	164	139	152	171	128	179	93	223	114	70	207	105
"2610528A11Rik"	14	10	4	10	9	4	3	6	9	0	0	3
"2610528J11Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2700029M09Rik"	1186	678	1022	938	917	945	844	1055	733	521	1009	494
"2700038G22Rik"	12	27	57	46	27	27	39	56	31	37	46	16
"2700046A07Rik"	2	0	0	0	0	0	0	0	0	0	0	0
"2700046G09Rik"	26	22	16	21	19	31	19	12	7	36	19	7
"2700049A03Rik"	519	333	375	381	361	478	445	454	259	427	303	214
"2700054A10Rik"	2	2	17	31	15	25	8	27	21	13	23	7
"2700060E02Rik"	1864	1245	1470	1365	1366	1507	1324	1553	3048	1993	3061	1828
"2700062C07Rik"	335	265	207	214	253	237	163	265	391	218	350	166
"2700069I18Rik"	0	0	1	1	0	0	2	6	0	1	0	0
"2700070H01Rik"	4	3	2	12	2	2	0	4	1	2	1	6
"2700081O15Rik"	160	60	179	194	182	238	216	257	91	75	72	91
"2700089I24Rik"	0	0	0	0	0	1	0	0	0	0	0	0
"2700094K13Rik"	467	343	382	354	327	379	290	385	996	553	1180	492
"2700097O09Rik"	92	54	99	73	97	135	133	114	140	111	172	48
"2700099C18Rik"	49	37	9	24	22	8	20	28	52	28	68	25
"2810001G20Rik"	49	41	32	52	43	34	6	21	53	46	90	34
"2810002D19Rik"	198	224	156	100	200	232	231	251	184	131	143	116
"2810004N23Rik"	386	352	305	356	355	466	301	373	633	503	838	538
"2810006K23Rik"	298	198	254	243	242	260	257	172	387	343	494	263
"2810013P06Rik"	773	860	749	1092	696	1043	864	1199	143	275	300	125
"2810021J22Rik"	173	174	183	208	181	161	202	202	259	134	138	136
"2810025M15Rik"	540	411	461	416	787	971	784	793	418	345	504	203
"2810029C07Rik"	1	1	1	3	3	0	18	12	8	0	5	14
"2810032G03Rik"	0	0	0	12	11	14	0	0	0	0	0	0
"2810047C21Rik1"	69	45	26	20	31	55	54	79	101	46	85	45
"2810049E08Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2810403A07Rik"	1331	902	844	968	1100	1102	867	1151	1868	1303	1180	882
"2810403D21Rik"	10	29	27	26	11	27	1	29	23	5	41	4
"2810404M03Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2810405F15Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2810408A11Rik"	0	0	0	1	1	0	18	8	6	0	3	0
"2810408I11Rik"	23	3	8	24	22	15	4	12	58	7	57	19
"2810410L24Rik"	9	0	0	0	8	21	0	17	0	0	0	0
"2810417H13Rik"	911	297	325	678	383	208	135	330	2908	881	2694	872
"2810428I15Rik"	644	560	501	678	561	703	694	675	981	932	1170	675
"2810429I04Rik"	6	0	5	4	4	9	1	7	0	0	0	0
"2810433D01Rik"	9	0	0	6	0	5	8	0	0	0	0	0
"2810442N19Rik"	0	0	0	0	0	0	5	3	0	0	0	0
"2810454H06Rik"	5	23	16	10	11	17	9	7	11	3	1	0
"2810459M11Rik"	0	0	0	0	5	0	0	2	0	0	0	0
"2810468N07Rik"	9	13	0	8	4	0	21	5	0	5	4	0
"2810471M01Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2810474O19Rik"	2681	1750	1851	2421	1729	1663	1568	1998	2695	1781	1470	1675
"2900005J15Rik"	21	27	4	52	16	22	34	58	42	73	129	49
"2900008C10Rik"	38	39	36	14	56	113	50	49	68	58	41	60
"2900009J06Rik"	0	0	0	0	0	1	0	0	0	0	0	0
"2900011O08Rik"	0	0	0	0	20	8	0	0	0	0	0	0
"2900026A02Rik"	133	102	102	164	94	108	41	74	20	12	16	0
"2900041M22Rik"	0	0	0	0	2	0	1	0	0	0	1	5
"2900052N01Rik"	0	0	12	0	0	0	0	0	0	0	0	0
"2900055J20Rik"	0	9	0	0	0	0	0	0	0	0	0	0
"2900057B20Rik"	4	0	6	0	0	0	0	0	0	0	0	0
"2900060B14Rik"	11	14	10	29	14	17	30	10	8	0	2	0
"2900076A07Rik"	33	16	31	40	24	23	36	17	40	9	33	23
"2900079G21Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2900092C05Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"2900092D14Rik"	2	0	1	0	1	1	0	0	0	1	0	1
"2900097C17Rik"	8265	5790	5788	6106	7018	6652	6204	6614	4768	5335	3874	4830
"3000002C10Rik"	46	8	16	32	11	42	7	56	26	51	63	30
"3010001F23Rik"	0	0	0	0	1	0	0	0	0	0	0	0
"3010026O09Rik"	183	152	107	277	205	275	185	277	136	85	146	65
"3100003L05Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"3110001I22Rik"	284	132	258	214	330	149	273	212	256	114	199	71
"3110002H16Rik"	916	723	699	753	898	1092	1053	896	832	910	903	707
"3110009E18Rik"	49	37	53	21	26	54	57	44	22	60	63	36
"3110009F21Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"3110015C05Rik"	0	0	1	0	1	0	0	0	0	0	0	0
"3110021A11Rik"	0	0	0	4	3	3	0	0	4	4	2	2
"3110021N24Rik"	12	15	13	14	13	37	20	24	30	60	29	20
"3110035E14Rik"	0	5	0	0	0	0	8	6	0	13	2	2
"3110039I08Rik"	5	3	6	43	0	0	0	6	0	0	0	0
"3110039M20Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"3110040N11Rik"	238	159	142	177	182	127	228	226	299	203	380	207
"3110043O21Rik"	1372	933	958	1153	1133	1227	1420	1251	429	381	425	324
"3110045C21Rik"	4	0	11	15	0	9	10	0	15	6	17	9
"3110052M02Rik"	306	256	298	294	310	276	371	395	215	144	208	158
"3110056K07Rik"	78	12	77	91	62	65	125	123	49	47	57	32
"3110057O12Rik"	96	53	67	76	67	107	72	100	152	87	47	38
"3110062M04Rik"	32	61	65	50	63	58	68	39	42	85	131	69
"3110070M22Rik"	14	17	3	13	6	0	9	0	17	24	5	8
"3110079O15Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"3110082I17Rik"	336	209	291	286	280	433	468	373	693	820	1208	625
"3110082J24Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"3110099E03Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"3200001D21Rik"	11	2	18	0	3	9	8	5	5	4	2	0
"3300002I08Rik"	3	6	1	17	3	9	10	5	5	8	4	2
"3300002P13Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"3300005D01Rik"	10	3	0	5	10	9	25	4	7	1	19	2
"3425401B19Rik"	9	8	0	21	2	13	1	0	0	0	0	1
"3632451O06Rik"	0	0	0	7	0	0	5	0	0	0	0	0
"3632454L22Rik"	0	0	1	0	1	2	0	1	0	0	0	0
"3830403N18Rik"	53	39	52	60	65	53	85	93	73	19	87	22
"3830406C13Rik"	864	806	881	862	874	1007	769	903	1235	1019	1234	878
"3830408C21Rik"	3	13	18	0	16	32	4	25	2	3	7	2
"3830417A13Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"3830432H09Rik"	1	0	0	0	0	0	0	0	0	0	0	0
"3930402G23Rik"	2	0	0	0	0	0	0	3	0	0	0	0
"4430402I18Rik"	0	11	12	39	25	36	20	27	14	10	6	9
"4631405J19Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"4632404H12Rik"	34	19	37	38	37	25	58	42	52	36	35	25
"4632415L05Rik"	345	201	231	279	244	253	246	294	210	229	292	249
"4632427E13Rik"	52	64	41	75	26	63	31	61	106	101	120	78
"4632428C04Rik"	11	23	38	39	0	0	0	0	2	5	0	10
"4632428N05Rik"	17982	12700	12176	14639	11642	15627	11791	12395	17453	19390	16711	20894
"4732416N19Rik"	0	0	0	0	0	4	0	0	0	0	0	2
"4732456N10Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"4732471J01Rik"	31	27	18	17	27	34	42	48	18	11	22	17
"4732490B19Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"4732491K20Rik"	25	31	11	10	13	29	27	35	6	6	17	14
"4831407H17Rik"	5	2	3	0	0	9	0	0	11	0	0	0
"4831440E17Rik"	12	4	0	4	19	36	9	26	35	37	36	17
"4833411C07Rik"	30	33	36	51	64	33	54	64	0	0	0	3
"4833412C05Rik"	0	0	0	0	1	0	0	0	0	0	0	0
"4833415N18Rik"	0	0	2	5	1	0	0	0	0	1	0	0
"4833417C18Rik"	10	18	20	1	10	6	7	1	39	20	55	19
"4833418N02Rik"	9	23	19	42	26	12	53	40	17	13	28	18
"4833419F23Rik"	93	59	113	68	59	53	56	65	86	107	43	46
"4833420G17Rik"	777	647	576	709	767	1075	812	1125	1008	960	889	666
"4833422C13Rik"	15	8	0	0	0	0	0	21	0	0	0	0
"4833422M21Rik"	0	0	0	0	0	3	0	0	0	0	0	0
"4833423E24Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"4833427F10Rik"	11	2	7	11	7	9	7	2	0	0	0	0
"4833427G06Rik"	5	0	0	0	0	0	0	0	0	0	0	0
"4833428L15Rik"	0	0	0	0	0	0	0	0	0	0	0	0
"4833439L19Rik"	2988	1692	1787	2065	2569	2774	2146	2265	2359	2379	2428	1907
